Player_Id,Year,Team,Games_Played,Receptions,Yards,Average,Long,TDs,First_Downs,First_Down_Percentage,Receptions_Over_Twenty_Yards,Receptions_Over_Forty_Yards,Fantasy_Reception_Points,Fantasy_RecivingYD_Points,Fantasy_ReceptionTD_Points,Fantasy_Standard_Reciving_Total
desean-jackson,2017,TampaBayBuccaneers,14,50,668,13.4,41,3,36,72,10,1,50,66.8,18,84.8
desean-jackson,2018,TampaBayBuccaneers,12,41,774,18.9,75,4,31,75.61,13,5,41,77.4,24,101.4
desean-jackson,2019,PhiladelphiaEagles,3,9,159,17.7,53,2,6,66.67,2,2,9,15.9,12,27.9
desean-jackson,2020,PhiladelphiaEagles,5,14,236,16.9,81,1,10,71.43,3,1,14,23.6,6,29.6
cooper-kupp,2017,LosAngelesRams,15,62,869,14,64,5,42,67.74,12,2,62,86.9,30,116.9
cooper-kupp,2018,LosAngelesRams,8,40,566,14.2,70,6,25,62.5,9,3,40,56.6,36,92.6
cooper-kupp,2019,LosAngelesRams,16,94,1161,12.4,66,10,51,54.26,21,4,94,116.1,60,176.1
cooper-kupp,2020,LosAngelesRams,15,92,974,10.6,55,3,45,48.91,12,2,92,97.4,18,115.4
jake-kumerow,2016,CincinnatiBengals,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jake-kumerow,2018,GreenBayPackers,5,8,103,12.9,49,1,4,50,1,1,8,10.3,6,16.3
jake-kumerow,2019,GreenBayPackers,14,12,219,18.3,49,1,8,66.67,3,1,12,21.9,6,27.9
jake-kumerow,2020,NewOrleansSaints,6,1,22,22,22,1,1,100,1,0,1,2.2,6,8.2
tyler-kroft,2015,CincinnatiBengals,16,11,129,11.7,22,1,6,54.55,2,0,11,12.9,6,18.9
tyler-kroft,2016,CincinnatiBengals,14,10,92,9.2,21,0,3,30,1,0,10,9.2,0,9.2
tyler-kroft,2017,CincinnatiBengals,16,42,404,9.6,59,7,23,54.76,4,1,42,40.4,42,82.4
tyler-kroft,2018,CincinnatiBengals,5,4,36,9,16,0,4,100,0,0,4,3.6,0,3.6
tyler-kroft,2019,BuffaloBills,11,6,71,11.8,20,1,5,83.33,1,0,6,7.1,6,13.1
tyler-kroft,2020,BuffaloBills,10,12,119,9.9,38,3,9,75,1,0,12,11.9,18,29.9
ben-koyack,2016,JacksonvilleJaguars,14,19,161,8.5,17,1,10,52.63,0,0,19,16.1,6,22.1
ben-koyack,2017,JacksonvilleJaguars,16,5,38,7.6,21,0,0,0,1,0,5,3.8,0,3.8
ben-koyack,2018,JacksonvilleJaguars,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ben-koyack,2019,JacksonvilleJaguars,11,1,9,9,9,0,0,0,0,0,1,0.9,0,0.9
dawson-knox,2019,BuffaloBills,15,28,388,13.9,49,2,15,53.57,7,1,28,38.8,12,50.8
dawson-knox,2020,BuffaloBills,12,24,288,12,36,3,14,58.33,3,0,24,28.8,18,46.8
cole-kmet,2020,ChicagoBears,16,28,243,8.7,38,2,12,42.86,1,0,28,24.3,12,36.3
george-kittle,2017,SanFrancisco49ers,15,43,515,12,44,2,22,51.16,8,1,43,51.5,12,63.5
george-kittle,2018,SanFrancisco49ers,16,88,1377,15.7,85,5,60,68.18,20,6,88,137.7,30,167.7
george-kittle,2019,SanFrancisco49ers,14,85,1053,12.4,61,5,53,62.35,16,2,85,105.3,30,135.3
george-kittle,2020,SanFrancisco49ers,8,48,634,13.2,44,2,32,66.67,8,2,48,63.4,12,75.4
keith-kirkwood,2018,NewOrleansSaints,8,13,209,16.1,42,2,10,76.92,4,1,13,20.9,12,32.9
keith-kirkwood,2019,NewOrleansSaints,1,0,0,0,0,0,0,0,0,0,0,0,0,0
keith-kirkwood,2020,CarolinaPanthers,1,1,13,13,13,0,0,0,0,0,1,1.3,0,1.3
christian-kirk,2018,ArizonaCardinals,12,43,590,13.7,75,3,21,48.84,8,2,43,59,18,77
christian-kirk,2019,ArizonaCardinals,13,68,709,10.4,69,3,31,45.59,6,1,68,70.9,18,88.9
christian-kirk,2020,ArizonaCardinals,14,48,621,12.9,80,6,30,62.5,7,3,48,62.1,36,98.1
adrian-killins-jr,2020,PhiladelphiaEagles,1,1,2,2,2,0,0,0,0,0,1,0.2,0,0.2
darvin-kidsy,2018,WashingtonRedskins,2,1,8,8,8,0,1,100,0,0,1,0.8,0,0.8
darvin-kidsy,2019,WashingtonRedskins,3,0,0,0,0,0,0,0,0,0,0,0,0,0
darvin-kidsy,2020,SeattleSeahawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lance-kendricks,2011,St.LouisRams,15,28,352,12.6,45,0,15,53.57,5,1,28,35.2,0,35.2
lance-kendricks,2012,St.LouisRams,16,42,519,12.4,80,4,25,59.52,6,1,42,51.9,24,75.9
lance-kendricks,2013,St.LouisRams,15,32,258,8.1,21,4,16,50,1,0,32,25.8,24,49.8
lance-kendricks,2014,St.LouisRams,16,27,259,9.6,23,5,17,62.96,3,0,27,25.9,30,55.9
lance-kendricks,2015,St.LouisRams,15,25,245,9.8,37,2,11,44,3,0,25,24.5,12,36.5
lance-kendricks,2016,LosAngelesRams,16,50,499,10,44,2,22,44,7,1,50,49.9,12,61.9
lance-kendricks,2017,GreenBayPackers,16,18,203,11.3,51,1,8,44.44,3,1,18,20.3,6,26.3
lance-kendricks,2018,GreenBayPackers,16,19,170,9,22,1,9,47.37,2,0,19,17,6,23
lance-kendricks,2019,LosAngelesChargers,12,3,50,16.7,24,0,3,100,1,0,3,5,0,5
marcus-kemp,2017,KansasCityChiefs,1,0,0,0,0,0,0,0,0,0,0,0,0,0
marcus-kemp,2018,KansasCityChiefs,16,1,7,7,7,0,0,0,0,0,1,0.7,0,0.7
marcus-kemp,2019,KansasCityChiefs,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marcus-kemp,2020,KansasCityChiefs,11,1,11,11,11,0,1,100,0,0,1,1.1,0,1.1
ryan-kelly,2016,IndianapolisColts,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan-kelly,2017,IndianapolisColts,7,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan-kelly,2018,IndianapolisColts,12,1,-4,-4,-4,0,0,0,0,0,1,-0.4,0,-0.4
ryan-kelly,2019,IndianapolisColts,16,0,0,0,0,0,0,0,0,0,0,0,0,0
ryan-kelly,2020,IndianapolisColts,15,0,0,0,0,0,0,0,0,0,0,0,0,0
john-kelly,2018,LosAngelesRams,4,2,27,13.5,18,0,1,50,0,0,2,2.7,0,2.7
john-kelly,2019,LosAngelesRams,4,0,0,0,0,0,0,0,0,0,0,0,0,0
john-kelly,2020,ClevelandBrowns,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dennis-kelly,2012,PhiladelphiaEagles,13,0,0,0,0,0,0,0,0,0,0,0,0,0
dennis-kelly,2013,PhiladelphiaEagles,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dennis-kelly,2014,PhiladelphiaEagles,3,0,0,0,0,0,0,0,0,0,0,0,0,0
dennis-kelly,2015,PhiladelphiaEagles,14,0,0,0,0,0,0,0,0,0,0,0,0,0
dennis-kelly,2016,TennesseeTitans,16,0,0,0,0,0,0,0,0,0,0,0,0,0
dennis-kelly,2017,TennesseeTitans,16,0,0,0,0,0,0,0,0,0,0,0,0,0
dennis-kelly,2018,TennesseeTitans,11,0,0,0,0,0,0,0,0,0,0,0,0,0
dennis-kelly,2019,TennesseeTitans,15,1,1,1,1,1,1,100,0,0,1,0.1,6,6.1
dennis-kelly,2020,TennesseeTitans,16,0,0,0,0,0,0,0,0,0,0,0,0,0
joshua-kelley,2020,LosAngelesChargers,14,23,148,6.4,35,0,9,39.13,1,0,23,14.8,0,14.8
senio-kelemete,2012,ArizonaCardinals,1,1,10,10,10,0,1,100,0,0,1,1,0,1
senio-kelemete,2014,NewOrleansSaints,10,0,0,0,0,0,0,0,0,0,0,0,0,0
senio-kelemete,2015,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0,0,0,0,0
senio-kelemete,2016,NewOrleansSaints,15,0,0,0,0,0,0,0,0,0,0,0,0,0
senio-kelemete,2017,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0,0,0,0,0
senio-kelemete,2018,HoustonTexans,15,0,0,0,0,0,0,0,0,0,0,0,0,0
senio-kelemete,2019,HoustonTexans,1,0,0,0,0,0,0,0,0,0,0,0,0,0
senio-kelemete,2020,HoustonTexans,14,0,0,0,0,0,0,0,0,0,0,0,0,0
travis-kelce,2013,KansasCityChiefs,1,0,0,0,0,0,0,0,0,0,0,0,0,0
travis-kelce,2014,KansasCityChiefs,16,67,862,12.9,34,5,45,67.16,15,0,67,86.2,30,116.2
travis-kelce,2015,KansasCityChiefs,16,72,875,12.2,42,5,40,55.56,10,1,72,87.5,30,117.5
travis-kelce,2016,KansasCityChiefs,16,85,1125,13.2,80,4,55,64.71,14,3,85,112.5,24,136.5
travis-kelce,2017,KansasCityChiefs,15,83,1038,12.5,44,8,55,66.27,19,1,83,103.8,48,151.8
travis-kelce,2018,KansasCityChiefs,16,103,1336,13,43,10,68,66.02,18,2,103,133.6,60,193.6
travis-kelce,2019,KansasCityChiefs,16,97,1229,12.7,47,5,65,67.01,13,3,97,122.9,30,152.9
travis-kelce,2020,KansasCityChiefs,15,105,1416,13.5,45,11,79,75.24,23,2,105,141.6,66,207.6
nick-keizer,2018,BaltimoreRavens,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nick-keizer,2019,KansasCityChiefs,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nick-keizer,2020,KansasCityChiefs,16,6,63,10.5,22,0,2,33.33,1,0,6,6.3,0,6.3
dalton-keene-2,2020,NewEnglandPatriots,6,3,16,5.3,8,0,0,0,0,0,3,1.6,0,1.6
jermaine-kearse,2012,SeattleSeahawks,7,3,31,10.3,17,0,2,66.67,0,0,3,3.1,0,3.1
jermaine-kearse,2013,SeattleSeahawks,15,22,346,15.7,43,4,16,72.73,5,2,22,34.6,24,58.6
jermaine-kearse,2014,SeattleSeahawks,15,38,537,14.1,60,1,21,55.26,7,3,38,53.7,6,59.7
jermaine-kearse,2015,SeattleSeahawks,16,49,685,14,50,5,32,65.31,13,1,49,68.5,30,98.5
jermaine-kearse,2016,SeattleSeahawks,16,41,510,12.4,36,1,24,58.54,7,0,41,51,6,57
jermaine-kearse,2017,NewYorkJets,16,65,810,12.5,51,5,37,56.92,9,4,65,81,30,111
jermaine-kearse,2018,NewYorkJets,14,37,371,10,29,1,20,54.05,3,0,37,37.1,6,43.1
jermaine-kearse,2019,DetroitLions,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alvin-kamara,2017,NewOrleansSaints,16,81,826,10.2,40,5,38,46.91,11,1,81,82.6,30,112.6
alvin-kamara,2018,NewOrleansSaints,15,81,709,8.8,42,4,31,38.27,7,1,81,70.9,24,94.9
alvin-kamara,2019,NewOrleansSaints,14,81,533,6.6,41,1,28,34.57,2,1,81,53.3,6,59.3
alvin-kamara,2020,NewOrleansSaints,15,83,756,9.1,52,5,35,42.17,9,2,83,75.6,30,105.6
marshawn-lynch,2007,BuffaloBills,13,18,184,10.2,30,0,10,55.56,4,0,18,18.4,0,18.4
marshawn-lynch,2008,BuffaloBills,15,47,300,6.4,42,1,14,29.79,1,1,47,30,6,36
marshawn-lynch,2009,BuffaloBills,13,28,179,6.4,35,0,6,21.43,3,0,28,17.9,0,17.9
marshawn-lynch,2010,SeattleSeahawks,16,22,145,6.6,22,0,5,22.73,1,0,22,14.5,0,14.5
marshawn-lynch,2011,SeattleSeahawks,15,28,212,7.6,26,1,8,28.57,5,0,28,21.2,6,27.2
marshawn-lynch,2012,SeattleSeahawks,16,23,196,8.5,27,1,11,47.83,2,0,23,19.6,6,25.6
marshawn-lynch,2013,SeattleSeahawks,16,36,316,8.8,55,2,12,33.33,5,1,36,31.6,12,43.6
marshawn-lynch,2014,SeattleSeahawks,16,37,367,9.9,39,4,16,43.24,5,0,37,36.7,24,60.7
marshawn-lynch,2015,SeattleSeahawks,7,13,80,6.2,19,0,5,38.46,0,0,13,8,0,8
marshawn-lynch,2017,OaklandRaiders,15,20,151,7.6,25,0,6,30,3,0,20,15.1,0,15.1
marshawn-lynch,2018,OaklandRaiders,6,15,84,5.6,17,0,6,40,0,0,15,8.4,0,8.4
marshawn-lynch,2019,SeattleSeahawks,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ricardo-louis,2016,ClevelandBrowns,16,18,205,11.4,42,0,7,38.89,3,1,18,20.5,0,20.5
ricardo-louis,2017,ClevelandBrowns,16,27,357,13.2,37,0,18,66.67,7,0,27,35.7,0,35.7
ricardo-louis,2018,ClevelandBrowns,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ricardo-louis,2019,MiamiDolphins,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t-j-logan,2018,ArizonaCardinals,10,7,37,5.3,17,0,1,14.29,0,0,7,3.7,0,3.7
t-j-logan,2019,TampaBayBuccaneers,12,2,13,6.5,11,0,1,50,0,0,2,1.3,0,1.3
t-j-logan,2020,TampaBayBuccaneers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tyler-lockett,2015,SeattleSeahawks,16,51,664,13,49,6,31,60.78,9,2,51,66.4,36,102.4
tyler-lockett,2016,SeattleSeahawks,15,41,597,14.6,57,1,22,53.66,9,3,41,59.7,6,65.7
tyler-lockett,2017,SeattleSeahawks,16,45,555,12.3,74,2,23,51.11,5,3,45,55.5,12,67.5
tyler-lockett,2018,SeattleSeahawks,16,57,965,16.9,52,10,37,64.91,17,6,57,96.5,60,156.5
tyler-lockett,2019,SeattleSeahawks,16,82,1057,12.9,44,8,53,64.63,15,3,82,105.7,48,153.7
tyler-lockett,2020,SeattleSeahawks,16,100,1054,10.5,47,10,57,57,10,2,100,105.4,60,165.4
zach-line,2013,MinnesotaVikings,3,1,8,8,8,0,0,0,0,0,1,0.8,0,0.8
zach-line,2014,MinnesotaVikings,1,0,0,0,0,0,0,0,0,0,0,0,0,0
zach-line,2015,MinnesotaVikings,16,6,95,15.8,49,1,4,66.67,2,1,6,9.5,6,15.5
zach-line,2016,MinnesotaVikings,15,0,0,0,0,0,0,0,0,0,0,0,0,0
zach-line,2017,NewOrleansSaints,12,2,8,4,5,1,1,50,0,0,2,0.8,6,6.8
zach-line,2018,NewOrleansSaints,16,5,14,2.8,5,2,2,40,0,0,5,1.4,12,13.4
zach-line,2019,NewOrleansSaints,12,6,36,6,12,0,1,16.67,0,0,6,3.6,0,3.6
phillip-lindsay,2018,DenverBroncos,15,35,241,6.9,29,1,12,34.29,1,0,35,24.1,6,30.1
phillip-lindsay,2019,DenverBroncos,16,35,196,5.6,36,0,9,25.71,1,0,35,19.6,0,19.6
phillip-lindsay,2020,DenverBroncos,11,7,28,4,11,0,1,14.29,0,0,7,2.8,0,2.8
tommylee-lewis,2016,NewOrleansSaints,12,7,76,10.9,26,0,4,57.14,1,0,7,7.6,0,7.6
tommylee-lewis,2017,NewOrleansSaints,15,10,116,11.6,52,1,4,40,2,1,10,11.6,6,17.6
tommylee-lewis,2018,NewOrleansSaints,7,3,60,20,28,1,3,100,2,0,3,6,6,12
tommylee-lewis,2020,NewOrleansSaints,5,1,5,5,5,0,0,0,0,0,1,0.5,0,0.5
marcedes-lewis,2006,JacksonvilleJaguars,15,13,126,9.7,31,1,6,46.15,1,0,13,12.6,6,18.6
marcedes-lewis,2007,JacksonvilleJaguars,16,37,391,10.6,25,2,22,59.46,4,0,37,39.1,12,51.1
marcedes-lewis,2008,JacksonvilleJaguars,16,41,489,11.9,30,2,21,51.22,8,0,41,48.9,12,60.9
marcedes-lewis,2009,JacksonvilleJaguars,15,32,518,16.2,47,2,20,62.5,11,1,32,51.8,12,63.8
marcedes-lewis,2010,JacksonvilleJaguars,16,58,700,12.1,42,10,37,63.79,9,1,58,70,60,130
marcedes-lewis,2011,JacksonvilleJaguars,15,39,460,11.8,62,0,22,56.41,6,1,39,46,0,46
marcedes-lewis,2012,JacksonvilleJaguars,16,52,540,10.4,26,4,25,48.08,9,0,52,54,24,78
marcedes-lewis,2013,JacksonvilleJaguars,11,25,359,14.4,41,4,17,68,7,1,25,35.9,24,59.9
marcedes-lewis,2014,JacksonvilleJaguars,8,18,206,11.4,63,2,10,55.56,3,1,18,20.6,12,32.6
marcedes-lewis,2015,JacksonvilleJaguars,16,16,226,14.1,45,0,8,50,4,1,16,22.6,0,22.6
marcedes-lewis,2016,JacksonvilleJaguars,10,20,169,8.5,37,1,9,45,1,0,20,16.9,6,22.9
marcedes-lewis,2017,JacksonvilleJaguars,16,24,318,13.3,37,5,18,75,5,0,24,31.8,30,61.8
marcedes-lewis,2018,GreenBayPackers,16,3,39,13,30,0,1,33.33,1,0,3,3.9,0,3.9
marcedes-lewis,2019,GreenBayPackers,16,15,156,10.4,25,1,8,53.33,2,0,15,15.6,6,21.6
marcedes-lewis,2020,GreenBayPackers,15,10,107,10.7,36,3,6,60,1,0,10,10.7,18,28.7
dion-lewis,2011,PhiladelphiaEagles,15,1,-3,-3,-3,0,0,0,0,0,1,-0.3,0,-0.3
dion-lewis,2012,PhiladelphiaEagles,9,2,24,12,28,0,1,50,1,0,2,2.4,0,2.4
dion-lewis,2014,IndianapolisColts,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dion-lewis,2015,NewEnglandPatriots,7,36,388,10.8,40,2,16,44.44,1,1,36,38.8,12,50.8
dion-lewis,2016,NewEnglandPatriots,7,17,94,5.5,16,0,4,23.53,0,0,17,9.4,0,9.4
dion-lewis,2017,NewEnglandPatriots,16,32,214,6.7,20,3,11,34.38,1,0,32,21.4,18,39.4
dion-lewis,2018,TennesseeTitans,16,59,400,6.8,37,1,13,22.03,3,0,59,40,6,46
dion-lewis,2019,TennesseeTitans,16,25,164,6.6,24,1,7,28,2,0,25,16.4,6,22.4
dion-lewis,2020,NewYorkGiants,16,19,127,6.7,17,1,8,42.11,0,0,19,12.7,6,18.7
taylor-lewan,2014,TennesseeTitans,11,0,0,0,0,0,0,0,0,0,0,0,0,0
taylor-lewan,2015,TennesseeTitans,15,0,0,0,0,0,0,0,0,0,0,0,0,0
taylor-lewan,2016,TennesseeTitans,16,1,10,10,10,1,1,100,0,0,1,1,6,7
taylor-lewan,2017,TennesseeTitans,16,0,0,0,0,0,0,0,0,0,0,0,0,0
taylor-lewan,2018,TennesseeTitans,15,0,0,0,0,0,0,0,0,0,0,0,0,0
taylor-lewan,2019,TennesseeTitans,12,0,0,0,0,0,0,0,0,0,0,0,0,0
taylor-lewan,2020,TennesseeTitans,5,0,0,0,0,0,0,0,0,0,0,0,0,0
matt-lengel,2016,NewEnglandPatriots,6,2,22,11,18,1,1,50,0,0,2,2.2,6,8.2
matt-lengel,2017,ClevelandBrowns,1,0,0,0,0,0,0,0,0,0,0,0,0,0
matt-lengel,2018,CincinnatiBengals,11,3,17,5.7,9,1,2,66.67,0,0,3,1.7,6,7.7
matt-lengel,2019,IndianapolisColts,1,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan-leggett,2017,NewYorkJets,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan-leggett,2018,NewYorkJets,15,14,114,8.1,16,1,6,42.86,0,0,14,11.4,6,17.4
jordan-leggett,2019,TampaBayBuccaneers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan-leggett,2020,DenverBroncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marqise-lee,2014,JacksonvilleJaguars,13,37,422,11.4,37,1,20,54.05,6,0,37,42.2,6,48.2
marqise-lee,2015,JacksonvilleJaguars,10,15,191,12.7,30,1,11,73.33,2,0,15,19.1,6,25.1
marqise-lee,2016,JacksonvilleJaguars,16,63,851,13.5,51,3,44,69.84,13,1,63,85.1,18,103.1
marqise-lee,2017,JacksonvilleJaguars,14,56,702,12.5,45,3,40,71.43,6,1,56,70.2,18,88.2
marqise-lee,2018,JacksonvilleJaguars,0,0,0,0,0,0,0,0,0,0,0,0,0,0
marqise-lee,2019,JacksonvilleJaguars,6,3,18,6,8,0,2,66.67,0,0,3,1.8,0,1.8
marqise-lee,2020,NewEnglandPatriots,0,0,0,0,0,0,0,0,0,0,0,0,0,0
khari-lee,2015,ChicagoBears,16,1,7,7,7,0,0,0,0,0,1,0.7,0,0.7
khari-lee,2016,DetroitLions,8,0,0,0,0,0,0,0,0,0,0,0,0,0
khari-lee,2017,BuffaloBills,8,0,0,0,0,0,0,0,0,0,0,0,0,0
khari-lee,2018,BuffaloBills,2,1,5,5,5,0,0,0,0,0,1,0.5,0,0.5
khari-lee,2020,DetroitLions,0,0,0,0,0,0,0,0,0,0,0,0,0,0
allen-lazard,2018,GreenBayPackers,1,1,7,7,7,0,0,0,0,0,1,0.7,0,0.7
allen-lazard,2019,GreenBayPackers,16,35,477,13.6,43,3,24,68.57,6,1,35,47.7,18,65.7
allen-lazard,2020,GreenBayPackers,10,33,451,13.7,72,3,23,69.7,6,2,33,45.1,18,63.1
cody-latimer,2014,DenverBroncos,8,2,23,11.5,14,0,1,50,0,0,2,2.3,0,2.3
cody-latimer,2015,DenverBroncos,14,6,59,9.8,15,1,4,66.67,0,0,6,5.9,6,11.9
cody-latimer,2016,DenverBroncos,12,8,76,9.5,16,0,6,75,0,0,8,7.6,0,7.6
cody-latimer,2017,DenverBroncos,11,19,287,15.1,32,2,15,78.95,6,0,19,28.7,12,40.7
cody-latimer,2018,NewYorkGiants,6,11,190,17.3,39,1,6,54.55,4,0,11,19,6,25
cody-latimer,2019,NewYorkGiants,15,24,300,12.5,43,2,19,79.17,4,2,24,30,12,42
jarvis-landry,2014,MiamiDolphins,16,84,758,9,25,5,48,57.14,6,0,84,75.8,30,105.8
jarvis-landry,2015,MiamiDolphins,16,110,1157,10.5,50,4,60,54.55,10,3,110,115.7,24,139.7
jarvis-landry,2016,MiamiDolphins,16,94,1136,12.1,71,4,52,55.32,16,3,94,113.6,24,137.6
jarvis-landry,2017,MiamiDolphins,16,112,987,8.8,49,9,60,53.57,6,1,112,98.7,54,152.7
jarvis-landry,2018,ClevelandBrowns,16,81,976,12.1,51,4,44,54.32,13,2,81,97.6,24,121.6
jarvis-landry,2019,ClevelandBrowns,16,83,1174,14.1,65,6,55,66.27,20,2,83,117.4,36,153.4
jarvis-landry,2020,ClevelandBrowns,15,72,840,11.7,32,3,46,63.89,11,0,72,84,18,102
kendall-lamm,2015,HoustonTexans,15,1,7,7,7,0,1,100,0,0,1,0.7,0,0.7
kendall-lamm,2016,HoustonTexans,15,0,0,0,0,0,0,0,0,0,0,0,0,0
kendall-lamm,2017,HoustonTexans,10,0,0,0,0,0,0,0,0,0,0,0,0,0
kendall-lamm,2018,HoustonTexans,15,0,0,0,0,0,0,0,0,0,0,0,0,0
kendall-lamm,2019,ClevelandBrowns,4,0,0,0,0,0,0,0,0,0,0,0,0,0
kendall-lamm,2020,ClevelandBrowns,15,1,1,1,1,1,1,100,0,0,1,0.1,6,6.1
ceedee-lamb,2020,DallasCowboys,16,74,935,12.6,52,5,46,62.16,18,3,74,93.5,30,123.5
patrick-laird,2019,MiamiDolphins,15,23,204,8.9,21,0,13,56.52,2,0,23,20.4,0,20.4
patrick-laird,2020,MiamiDolphins,16,10,68,6.8,17,0,3,30,0,0,10,6.8,0,6.8
chris-lacy,2018,DetroitLions,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chris-lacy,2019,DetroitLions,7,3,60,20,48,0,2,66.67,1,1,3,6,0,6
chris-lacy,2020,DallasCowboys,0,0,0,0,0,0,0,0,0,0,0,0,0,0
matt-lacosse,2015,NewYorkGiants,2,3,22,7.3,10,0,2,66.67,0,0,3,2.2,0,2.2
matt-lacosse,2017,DenverBroncos,5,0,0,0,0,0,0,0,0,0,0,0,0,0
matt-lacosse,2018,DenverBroncos,15,24,250,10.4,44,1,11,45.83,1,1,24,25,6,31
matt-lacosse,2019,NewEnglandPatriots,11,13,131,10.1,24,1,6,46.15,3,0,13,13.1,6,19.1
matt-lacosse,2020,NewEnglandPatriots,0,0,0,0,0,0,0,0,0,0,0,0,0,0
latavius-murray,2014,OaklandRaiders,15,17,143,8.4,46,0,3,17.65,1,1,17,14.3,0,14.3
latavius-murray,2015,OaklandRaiders,16,41,232,5.7,23,0,9,21.95,1,0,41,23.2,0,23.2
latavius-murray,2016,OaklandRaiders,14,33,264,8,39,0,11,33.33,2,0,33,26.4,0,26.4
latavius-murray,2017,MinnesotaVikings,16,15,103,6.9,28,0,3,20,1,0,15,10.3,0,10.3
latavius-murray,2018,MinnesotaVikings,16,22,141,6.4,16,0,7,31.82,0,0,22,14.1,0,14.1
latavius-murray,2019,NewOrleansSaints,16,34,235,6.9,30,1,9,26.47,1,0,34,23.5,6,29.5
latavius-murray,2020,NewOrleansSaints,15,23,176,7.7,25,1,8,34.78,2,0,23,17.6,6,23.6
marcus-murphy,2015,NewOrleansSaints,13,0,0,0,0,0,0,0,0,0,0,0,0,0
marcus-murphy,2016,NewOrleansSaints,3,1,3,3,3,0,0,0,0,0,1,0.3,0,0.3
marcus-murphy,2017,BuffaloBills,1,2,7,3.5,5,0,1,50,0,0,2,0.7,0,0.7
marcus-murphy,2018,BuffaloBills,11,11,26,2.4,8,0,2,18.18,0,0,11,2.6,0,2.6
johnny-mundt,2017,LosAngelesRams,2,0,0,0,0,0,0,0,0,0,0,0,0,0
johnny-mundt,2018,LosAngelesRams,10,1,5,5,5,0,0,0,0,0,1,0.5,0,0.5
johnny-mundt,2019,LosAngelesRams,13,4,26,6.5,9,0,1,25,0,0,4,2.6,0,2.6
johnny-mundt,2020,LosAngelesRams,16,4,53,13.3,34,0,1,25,1,0,4,5.3,0,5.3
raheem-mostert,2015,ClevelandBrowns,11,0,0,0,0,0,0,0,0,0,0,0,0,0
raheem-mostert,2016,SanFrancisco49ers,3,0,0,0,0,0,0,0,0,0,0,0,0,0
raheem-mostert,2017,SanFrancisco49ers,11,0,0,0,0,0,0,0,0,0,0,0,0,0
raheem-mostert,2018,SanFrancisco49ers,9,6,25,4.2,23,0,1,16.67,1,0,6,2.5,0,2.5
raheem-mostert,2019,SanFrancisco49ers,16,14,180,12.9,39,2,6,42.86,3,0,14,18,12,30
raheem-mostert,2020,SanFrancisco49ers,8,16,156,9.8,76,1,5,31.25,1,1,16,15.6,6,21.6
zack-moss,2020,BuffaloBills,13,14,95,6.8,20,1,5,35.71,1,0,14,9.5,6,15.5
alfred-morris,2012,WashingtonRedskins,16,11,77,7,20,0,3,27.27,1,0,11,7.7,0,7.7
alfred-morris,2013,WashingtonRedskins,16,9,78,8.7,17,0,2,22.22,0,0,9,7.8,0,7.8
alfred-morris,2014,WashingtonRedskins,16,17,155,9.1,26,0,8,47.06,2,0,17,15.5,0,15.5
alfred-morris,2015,WashingtonRedskins,16,10,55,5.5,12,0,2,20,0,0,10,5.5,0,5.5
alfred-morris,2016,DallasCowboys,14,3,11,3.7,6,0,0,0,0,0,3,1.1,0,1.1
alfred-morris,2017,DallasCowboys,14,7,45,6.4,13,0,1,14.29,0,0,7,4.5,0,4.5
alfred-morris,2018,SanFrancisco49ers,12,8,73,9.1,16,0,5,62.5,0,0,8,7.3,0,7.3
alfred-morris,2019,ArizonaCardinals,1,0,0,0,0,0,0,0,0,0,0,0,0,0
alfred-morris,2020,NewYorkGiants,9,3,19,6.3,9,1,2,66.67,0,0,3,1.9,6,7.9
stanley-morgan,2019,CincinnatiBengals,11,3,18,6,9,0,0,0,0,0,3,1.8,0,1.8
stanley-morgan,2020,CincinnatiBengals,6,0,0,0,0,0,0,0,0,0,0,0,0,0
david-morgan,2016,MinnesotaVikings,12,1,4,4,4,0,0,0,0,0,1,0.4,0,0.4
david-morgan,2017,MinnesotaVikings,15,10,95,9.5,23,1,5,50,1,0,10,9.5,6,15.5
