Player_Id,Year,Fumbles,Rushing_Yards,Receiving_Yards,Rushing_TD,Receptions,Recieving_TD,Fantasy_Reception_Points,Fantasy_Rushing_Points,Fantasy_Standard_Reciving_Points,Total_Standard,Total_PPR
deandre-washington,2018,0,387,9,3,1,0,1,56.7,0.9,57.6,58.6
delanie-walker,2011,0,18,198,0,19,3,19,1.8,37.8,39.599999999999994,58.599999999999994
gerald-everett,2017,0,2,244,1,16,2,16,6.2,36.4,42.6,58.599999999999994
curtis-samuel,2017,0,200,115,2,15,0,15,32,11.5,43.5,58.5
adrian-peterson,2015,1,72,222,0,30,0,30,7.2,22.2,28.4,58.400000000000006
t-j-yeldon,2017,1,70,224,0,30,0,30,7,22.4,28.4,58.4
adam-humphries,2020,0,6,228,0,23,2,23,0.6,34.8,35.4,58.4
devontae-booker,2017,0,9,275,0,30,0,30,0.9,27.5,28.4,58.4
mark-ingram,2013,0,386,68,1,7,0,7,44.6,6.8,51.4,58.4
adrian-peterson,2013,1,72,171,0,29,1,29,7.2,23.1,29.3,58.300000000000004
cordarrelle-patterson,2020,0,121,132,2,21,0,21,24.1,13.2,37.3,58.3
rex-burkhead,2014,0,344,49,2,7,0,7,46.4,4.9,51.3,58.3
taylor-gabriel,2015,0,61,241,0,28,0,28,6.1,24.1,30.200000000000003,58.2
chester-rogers,2017,0,8,284,0,23,1,23,0.8,34.4,35.199999999999996,58.2
alex-collins,2017,2,125,187,1,23,0,23,18.5,18.7,35.2,58.2
delanie-walker,2019,0,36,215,0,21,2,21,3.6,33.5,37.1,58.1
darren-sproles,2019,0,317,24,3,6,0,6,49.7,2.4,52.1,58.1
kyle-juszczyk,2019,0,22,239,1,20,1,20,8.2,29.9,38.099999999999994,58.099999999999994
nelson-agholor,2015,0,7,283,0,23,1,23,0.7,34.3,35,58
nelson-agholor,2015,0,7,283,0,23,1,23,0.7,34.3,35,58
adrian-peterson,2007,1,72,268,0,19,1,19,7.2,32.8,39,58
marshawn-lynch,2012,0,34,196,1,23,1,23,9.4,25.6,35,58
damien-williams,2014,0,122,187,0,21,1,21,12.2,24.7,36.9,57.900000000000006
robert-turbin,2014,0,53,186,1,16,2,16,11.3,30.6,41.900000000000006,57.900000000000006
delanie-walker,2019,0,34,215,0,21,2,21,3.4,33.5,36.9,57.9
adam-humphries,2020,0,1,228,0,23,2,23,0.1,34.8,34.9,57.9
delanie-walker,2011,0,11,198,0,19,3,19,1.1,37.8,38.9,57.9
tavon-austin,2019,0,151,177,1,13,1,13,21.1,23.7,44.8,57.8
kerryon-johnson,2019,1,181,127,2,10,1,10,30.1,18.7,47.8,57.8
jamize-olawale,2016,0,110,227,1,12,1,12,17,28.7,45.7,57.7
t-j-yeldon,2017,1,63,224,0,30,0,30,6.3,22.4,27.7,57.699999999999996
josh-gordon,2017,0,1,335,0,18,1,18,0.1,39.5,39.6,57.6
de-anthony-thomas,2017,0,113,143,1,14,2,14,17.3,26.3,43.6,57.6
dion-lewis,2020,1,209,127,0,19,1,19,20.9,18.7,38.599999999999994,57.599999999999994
tavon-austin,2019,1,159,177,1,13,1,13,21.9,23.7,44.599999999999994,57.599999999999994
peyton-barber,2016,0,258,28,4,5,0,5,49.8,2.8,52.599999999999994,57.599999999999994
mark-ingram,2011,0,299,46,2,11,0,11,41.9,4.6,46.5,57.5
chris-thompson,2020,1,178,146,0,20,1,20,17.8,20.6,37.400000000000006,57.4
derrius-guice,2019,0,245,79,2,7,1,7,36.5,13.9,50.4,57.4
jamize-olawale,2016,0,47,227,2,12,1,12,16.7,28.7,45.4,57.4
delanie-walker,2011,0,5,198,0,19,3,19,0.5,37.8,38.3,57.3
ameer-abdullah,2017,0,101,162,0,25,1,25,10.1,22.2,32.3,57.3
javorius-allen,2019,2,514,9,1,1,0,1,57.4,0.9,56.3,57.3
ito-smith,2020,0,268,75,1,17,0,17,32.8,7.5,40.3,57.3
rex-burkhead,2014,0,274,49,3,7,0,7,45.4,4.9,50.3,57.3
julian-edelman,2020,1,57,315,0,21,0,21,5.7,31.5,36.2,57.2
paul-perkins,2017,1,456,46,0,8,0,8,45.6,4.6,49.2,57.2
brian-hill,2017,1,465,36,1,2,0,2,52.5,3.6,55.1,57.1
tarik-cohen,2020,2,370,41,2,6,0,6,49,4.1,51.1,57.1
josh-bellamy,2015,0,37,224,0,19,2,19,3.7,34.4,38.1,57.099999999999994
chris-carson,2018,0,208,163,0,20,0,20,20.8,16.3,37.1,57.099999999999994
taylor-gabriel,2015,0,49,241,0,28,0,28,4.9,24.1,29,57
mohamed-sanu,2012,0,16,154,0,16,4,16,1.6,39.4,41,57
d-onta-foreman,2017,2,327,83,2,6,0,6,44.7,8.3,51,57
brandon-bolden,2013,0,207,152,0,21,0,21,20.7,15.2,35.9,56.900000000000006
jarius-wright,2017,0,71,198,0,18,2,18,7.1,31.8,38.9,56.900000000000006
josh-bellamy,2016,0,37,282,0,19,1,19,3.7,34.2,37.900000000000006,56.900000000000006
andy-isabella,2020,0,15,224,0,21,2,21,1.5,34.4,35.9,56.9
mohamed-sanu,2012,0,15,154,0,16,4,16,1.5,39.4,40.9,56.9
alfred-morris,2016,2,428,11,2,3,0,3,54.8,1.1,53.9,56.9
deejay-dallas,2020,0,108,111,2,17,1,17,22.8,17.1,39.900000000000006,56.9
tyler-boyd,2017,0,3,225,0,22,2,22,0.3,34.5,34.8,56.8
ted-ginn,2018,0,68,209,0,17,2,17,6.8,32.9,39.699999999999996,56.7
isaiah-ford,2020,0,11,276,0,28,0,28,1.1,27.6,28.700000000000003,56.7
bruce-miller,2013,0,14,243,1,25,0,25,7.4,24.3,31.700000000000003,56.7
paul-richardson,2016,0,9,288,0,21,1,21,0.9,34.8,35.699999999999996,56.699999999999996
j-j-nelson,2015,0,37,299,0,11,2,11,3.7,41.9,45.6,56.599999999999994
ty-montgomery,2017,0,103,173,0,23,1,23,10.3,23.3,33.6,56.599999999999994
desean-jackson,2019,0,137,159,1,9,2,9,19.7,27.9,47.599999999999994,56.599999999999994
mohamed-sanu,2012,0,11,154,0,16,4,16,1.1,39.4,40.5,56.5
bilal-powell,2014,1,313,92,1,11,0,11,37.3,9.2,45.5,56.5
ty-montgomery,2017,0,101,173,0,23,1,23,10.1,23.3,33.4,56.400000000000006
mohamed-sanu,2012,0,10,154,0,16,4,16,1,39.4,40.4,56.4
carson-wentz,2016,3,276,7,5,1,0,1,57.6,0.7,55.300000000000004,56.300000000000004
justin-jackson,2020,0,200,173,0,19,0,19,20,17.3,37.3,56.3
paul-richardson,2016,0,5,288,0,21,1,21,0.5,34.8,35.3,56.3
delanie-walker,2019,0,18,215,0,21,2,21,1.8,33.5,35.3,56.3
bruce-miller,2014,0,14,189,1,18,2,18,7.4,30.9,38.3,56.3
brandon-bolden,2013,1,91,152,2,21,0,21,21.1,15.2,35.3,56.3
darren-sproles,2005,0,343,10,3,3,0,3,52.3,1,53.3,56.3
jeff-wilson,2018,0,105,98,4,12,0,12,34.5,9.8,44.3,56.3
julian-edelman,2020,1,45,315,0,21,0,21,4.5,31.5,35,56
benjamin-watson,2008,0,11,209,0,22,2,22,1.1,32.9,34,56
wayne-gallman,2020,0,176,114,1,21,0,21,23.6,11.4,35,56
carson-wentz,2018,3,276,4,5,1,0,1,57.6,0.4,55,56
pharoh-cooper,2019,0,6,243,0,25,1,25,0.6,30.3,30.900000000000002,55.900000000000006
ted-ginn,2018,0,60,209,0,17,2,17,6,32.9,38.9,55.9
mohamed-sanu,2012,0,5,154,0,16,4,16,0.5,39.4,39.9,55.9
damien-williams,2018,1,59,160,0,23,2,23,5.9,28,32.9,55.9
de-anthony-thomas,2014,0,113,156,1,23,0,23,17.3,15.6,32.9,55.9
marcus-mariota,2015,3,357,41,2,1,1,1,47.7,10.1,54.800000000000004,55.800000000000004
mohamed-sanu,2012,0,3,154,0,16,4,16,0.3,39.4,39.699999999999996,55.7
brandon-bolden,2015,0,67,180,0,19,2,19,6.7,30,36.7,55.7
peyton-barber,2017,0,223,114,1,16,0,16,28.3,11.4,39.7,55.699999999999996
mark-ingram,2013,0,299,68,2,7,0,7,41.9,6.8,48.699999999999996,55.699999999999996
richard-rodgers,2014,0,11,225,0,20,2,20,1.1,34.5,35.6,55.6
delanie-walker,2019,0,11,215,0,21,2,21,1.1,33.5,34.6,55.6
mark-ingram,2020,0,386,50,1,6,0,6,44.6,5,49.6,55.6
t-j-yeldon,2020,1,414,22,1,1,1,1,47.4,8.2,54.599999999999994,55.599999999999994
justin-jackson,2018,0,270,135,0,15,0,15,27,13.5,40.5,55.5
pharoh-cooper,2019,0,2,243,0,25,1,25,0.2,30.3,30.5,55.5
brandon-bolden,2018,0,271,13,3,3,1,3,45.1,7.3,52.4,55.4
marshawn-lynch,2009,0,34,179,1,28,0,28,9.4,17.9,27.299999999999997,55.3
julian-edelman,2020,0,27,315,0,21,0,21,2.7,31.5,34.2,55.2
lesean-mccoy,2019,0,31,181,0,28,1,28,3.1,24.1,27.200000000000003,55.2
charles-clay,2019,0,15,237,1,18,1,18,7.5,29.7,37.2,55.2
tavon-austin,2018,0,151,140,1,8,2,8,21.1,26,47.1,55.1
chris-thompson,2014,1,294,27,2,6,1,6,41.4,8.7,49.099999999999994,55.099999999999994
delanie-walker,2019,0,5,215,0,21,2,21,0.5,33.5,34,55
alfred-morris,2012,0,243,77,2,11,0,11,36.3,7.7,44,55
peyton-barber,2020,0,258,12,4,4,0,4,49.8,1.2,51,55
tavon-austin,2018,1,159,140,1,8,2,8,21.9,26,46.9,54.9
theo-riddick,2020,1,286,43,3,5,0,5,46.6,4.3,49.9,54.9
julian-edelman,2020,0,23,315,0,21,0,21,2.3,31.5,33.8,54.8
keke-coutee,2019,0,14,254,1,22,0,22,7.4,25.4,32.8,54.8
deandre-washington,2016,1,153,115,2,17,0,17,27.3,11.5,37.8,54.8
ted-ginn,2018,0,48,209,0,17,2,17,4.8,32.9,37.699999999999996,54.7
quincy-enunwa,2015,0,12,315,0,22,0,22,1.2,31.5,32.7,54.7
julian-edelman,2020,0,22,315,0,21,0,21,2.2,31.5,33.7,54.7
benjamin-watson,2013,0,11,226,0,19,2,19,1.1,34.6,35.7,54.7
corey-clement,2018,0,75,192,1,22,0,22,13.5,19.2,32.7,54.7
equanimeous-st-brown,2018,0,7,328,0,21,0,21,0.7,32.8,33.5,54.5
isaiah-mckenzie,2018,0,66,179,2,18,0,18,18.6,17.9,36.5,54.5
josh-gordon,2014,0,1,303,0,24,0,24,0.1,30.3,30.400000000000002,54.400000000000006
taysom-hill,2020,1,196,98,2,8,1,8,31.6,15.8,46.400000000000006,54.400000000000006
chris-thompson,2020,0,138,146,0,20,1,20,13.8,20.6,34.400000000000006,54.4
wayne-gallman,2020,1,110,114,2,21,0,21,23,11.4,33.4,54.4
kenneth-dixon,2018,2,333,51,2,6,0,6,45.3,5.1,48.4,54.4
adrian-peterson,2018,0,75,208,0,20,1,20,7.5,26.8,34.3,54.3
equanimeous-st-brown,2018,0,5,328,0,21,0,21,0.5,32.8,33.3,54.3
rex-burkhead,2019,1,4,279,0,27,0,27,0.4,27.9,27.299999999999997,54.3
de-anthony-thomas,2015,0,113,140,1,17,1,17,17.3,20,37.3,54.3
taylor-gabriel,2015,0,20,241,0,28,0,28,2,24.1,26.1,54.1
danny-amendola,2014,0,11,200,0,27,1,27,1.1,26,27.1,54.1
josh-bellamy,2015,0,6,224,0,19,2,19,0.6,34.4,35,54
gerald-everett,2017,0,16,244,0,16,2,16,1.6,36.4,38,54
jordan-wilkins,2019,0,307,43,2,7,0,7,42.7,4.3,47,54
dion-lewis,2020,0,102,127,1,19,1,19,16.2,18.7,34.9,53.900000000000006
julian-edelman,2020,0,14,315,0,21,0,21,1.4,31.5,32.9,53.9
bilal-powell,2012,0,229,140,0,17,0,17,22.9,14,36.9,53.9
josh-bellamy,2016,0,6,282,0,19,1,19,0.6,34.2,34.800000000000004,53.800000000000004
ted-ginn,2018,0,39,209,0,17,2,17,3.9,32.9,36.8,53.8
danny-amendola,2014,0,8,200,0,27,1,27,0.8,26,26.8,53.8
jarius-wright,2017,0,39,198,0,18,2,18,3.9,31.8,35.7,53.7
damien-williams,2017,0,122,155,0,20,1,20,12.2,21.5,33.7,53.7
gerald-everett,2017,0,13,244,0,16,2,16,1.3,36.4,37.699999999999996,53.7
darren-sproles,2005,0,317,10,3,3,0,3,49.7,1,50.7,53.7
dion-lewis,2016,1,283,94,0,17,0,17,28.3,9.4,36.7,53.699999999999996
julian-edelman,2020,0,11,315,0,21,0,21,1.1,31.5,32.6,53.6
ted-ginn,2010,0,73,163,2,12,1,12,19.3,22.3,41.6,53.6
jonnu-smith,2017,0,78,157,0,18,2,18,7.8,27.7,35.5,53.5
ameer-abdullah,2015,0,42,183,0,25,1,25,4.2,24.3,28.5,53.5
mark-ingram,2012,0,386,29,1,6,0,6,44.6,2.9,47.5,53.5
d-onta-foreman,2018,2,327,28,2,2,1,2,44.7,8.8,51.5,53.5
damien-williams,2015,0,122,142,0,21,1,21,12.2,20.2,32.4,53.400000000000006
brian-hill,2018,1,465,9,1,1,0,1,52.5,0.9,52.4,53.4
julian-edelman,2020,0,8,315,0,21,0,21,0.8,31.5,32.3,53.3
darren-sproles,2017,0,330,73,1,7,0,7,39,7.3,46.3,53.3
desean-jackson,2019,0,104,159,1,9,2,9,16.4,27.9,44.3,53.3
danny-amendola,2014,0,2,200,0,27,1,27,0.2,26,26.2,53.2
taylor-gabriel,2015,0,10,241,0,28,0,28,1,24.1,25.1,53.1
danny-amendola,2014,0,1,200,0,27,1,27,0.1,26,26.1,53.1
alfred-morris,2013,0,243,78,2,9,0,9,36.3,7.8,44.099999999999994,53.099999999999994
cordarrelle-patterson,2019,0,158,83,3,11,0,11,33.8,8.3,42.099999999999994,53.099999999999994
kyle-juszczyk,2019,0,31,239,0,20,1,20,3.1,29.9,33,53
adrian-peterson,2018,1,72,208,0,20,1,20,7.2,26.8,33,53
albert-wilson,2014,0,50,260,1,16,0,16,11,26,37,53
mark-ingram,2020,0,299,50,2,6,0,6,41.9,5,46.9,52.9
jordan-howard,2019,0,60,69,4,10,1,10,30,12.9,42.9,52.9
ted-ginn,2018,0,29,209,0,17,2,17,2.9,32.9,35.8,52.8
jarius-wright,2017,0,29,198,0,18,2,18,2.9,31.8,34.7,52.7
darrell-henderson,2020,0,147,159,0,16,1,16,14.7,21.9,36.599999999999994,52.599999999999994
bilal-powell,2014,2,343,92,0,11,0,11,34.3,9.2,41.5,52.5
ted-ginn,2018,0,26,209,0,17,2,17,2.6,32.9,35.5,52.5
desean-jackson,2020,0,29,236,1,14,1,14,8.9,29.6,38.5,52.5
desean-jackson,2019,0,96,159,1,9,2,9,15.6,27.9,43.5,52.5
darrel-williams,2020,0,169,116,1,18,0,18,22.9,11.6,34.5,52.5
ito-smith,2019,0,268,87,1,11,0,11,32.8,8.7,41.5,52.5
la-mical-perine,2020,0,232,63,2,11,0,11,35.2,6.3,41.5,52.5
david-njoku,2020,0,1,213,0,19,2,19,0.1,33.3,33.4,52.4
lynn-bowden,2020,0,32,211,0,28,0,28,3.2,21.1,24.3,52.3
ted-ginn,2014,0,73,190,2,14,0,14,19.3,19,38.3,52.3
theo-riddick,2013,1,286,26,3,4,0,4,46.6,2.6,48.2,52.2
mike-davis,2017,0,240,131,0,15,0,15,24,13.1,37.1,52.1
marlon-mack,2017,0,26,225,0,21,1,21,2.6,28.5,31.1,52.1
darren-sproles,2007,0,330,31,1,10,0,10,39,3.1,42.1,52.1
tavon-austin,2017,0,224,47,2,13,0,13,34.4,4.7,39.1,52.1
johnny-holton,2017,1,43,218,0,9,3,9,4.3,39.8,43.099999999999994,52.099999999999994
jonnu-smith,2017,0,4,157,1,18,2,18,6.4,27.7,34.1,52.099999999999994
julian-edelman,2020,1,5,315,0,21,0,21,0.5,31.5,31,52
virgil-green,2016,0,3,237,0,22,1,22,0.3,29.7,30,52
cordarrelle-patterson,2020,0,117,132,1,21,0,21,17.7,13.2,30.9,51.900000000000006
rhett-ellison,2014,0,1,208,1,19,1,19,6.1,26.8,32.9,51.900000000000006
russell-wilson,2014,3,342,17,3,1,0,1,52.2,1.7,50.900000000000006,51.900000000000006
kyle-juszczyk,2019,1,30,239,0,20,1,20,3,29.9,31.9,51.9
dak-prescott,2020,2,277,11,3,1,1,1,45.7,7.1,50.800000000000004,51.800000000000004
jakeem-grant,2017,0,5,203,1,13,2,13,6.5,32.3,38.8,51.8
alfred-morris,2015,0,243,55,2,10,0,10,36.3,5.5,41.8,51.8
kalen-ballage,2019,0,135,63,3,14,0,14,31.5,6.3,37.8,51.8
ted-ginn,2018,0,18,209,0,17,2,17,1.8,32.9,34.699999999999996,51.7
wendell-smallwood,2019,1,312,64,1,9,0,9,37.2,6.4,42.6,51.6
samaje-perine,2018,0,301,5,3,3,0,3,48.1,0.5,48.6,51.6
alfred-morris,2018,0,243,73,2,8,0,8,36.3,7.3,43.599999999999994,51.599999999999994
ameer-abdullah,2017,0,42,162,0,25,1,25,4.2,22.2,26.4,51.4
kyle-juszczyk,2014,0,22,182,1,19,1,19,8.2,24.2,32.4,51.4
ryquell-armstead,2019,0,108,144,0,14,2,14,10.8,26.4,37.2,51.2
alex-collins,2018,0,77,105,2,15,1,15,19.7,16.5,36.2,51.2
bruce-miller,2013,0,18,243,0,25,0,25,1.8,24.3,26.1,51.1
bilal-powell,2012,0,141,140,1,17,0,17,20.1,14,34.1,51.1
brandon-bolden,2013,0,89,152,1,21,0,21,14.9,15.2,30.1,51.099999999999994
jeremy-hill,2014,0,25,215,0,27,0,27,2.5,21.5,24,51
ted-ginn,2018,0,11,209,0,17,2,17,1.1,32.9,34,51
theo-riddick,2020,0,357,43,1,5,0,5,41.7,4.3,46,51
marcus-mariota,2015,7,349,41,2,1,1,1,46.9,10.1,50,51
ty-montgomery,2020,0,273,27,3,3,0,3,45.3,2.7,48,51
ty-montgomery,2015,0,103,136,0,15,2,15,10.3,25.6,35.900000000000006,50.900000000000006
jarius-wright,2017,0,11,198,0,18,2,18,1.1,31.8,32.9,50.900000000000006
bilal-powell,2018,0,229,110,0,11,1,11,22.9,17,39.9,50.9
jordan-wilkins,2019,0,336,43,1,7,0,7,39.6,4.3,43.9,50.9
brandon-bolden,2019,0,68,111,3,9,1,9,24.8,17.1,41.900000000000006,50.9
ted-ginn,2011,0,98,220,0,19,0,19,9.8,22,31.8,50.8
wayne-gallman,2019,0,176,102,1,11,1,11,23.6,16.2,39.8,50.8
mark-ingram,2012,0,299,29,2,6,0,6,41.9,2.9,44.8,50.8
ty-montgomery,2015,0,101,136,0,15,2,15,10.1,25.6,35.7,50.7
rex-burkhead,2018,1,186,131,0,14,1,14,18.6,19.1,36.7,50.7
bruce-miller,2014,0,18,189,0,18,2,18,1.8,30.9,32.699999999999996,50.7
tavon-austin,2017,0,270,47,1,13,0,13,33,4.7,37.7,50.7
vyncint-smith,2019,0,52,225,1,17,0,17,11.2,22.5,33.7,50.7
marvin-jones,2012,0,65,201,0,18,1,18,6.5,26.1,32.6,50.6
bruce-miller,2013,0,13,243,0,25,0,25,1.3,24.3,25.6,50.6
ted-ginn,2018,0,7,209,0,17,2,17,0.7,32.9,33.6,50.599999999999994
kyle-juszczyk,2019,0,7,239,0,20,1,20,0.7,29.9,30.599999999999998,50.599999999999994
damien-williams,2014,1,59,187,0,21,1,21,5.9,24.7,29.6,50.599999999999994
dion-lewis,2020,0,69,127,1,19,1,19,12.9,18.7,31.6,50.599999999999994
ted-ginn,2018,0,6,209,0,17,2,17,0.6,32.9,33.5,50.5
tevin-coleman,2019,0,53,180,0,21,1,21,5.3,24,29.3,50.3
ted-ginn,2018,0,3,209,0,17,2,17,0.3,32.9,33.199999999999996,50.2
kyle-juszczyk,2019,0,3,239,0,20,1,20,0.3,29.9,30.2,50.2
bruce-miller,2014,0,13,189,0,18,2,18,1.3,30.9,32.199999999999996,50.2
delanie-walker,2007,0,-2,174,1,21,1,21,5.8,23.4,29.2,50.2
blake-bortles,2016,3,322,20,2,1,1,1,44.2,8,49.2,50.2
d-onta-foreman,2020,2,327,5,2,1,1,1,44.7,6.5,49.2,50.2
delanie-walker,2009,0,-2,233,1,21,0,21,5.8,23.3,29.1,50.1
jalen-richard,2020,1,123,138,1,19,0,19,18.3,13.8,31.1,50.099999999999994
robert-turbin,2017,0,354,56,0,9,0,9,35.4,5.6,41,50
jamize-olawale,2016,1,43,227,1,12,1,12,10.3,28.7,38,50
c-j-prosise,2016,1,72,208,1,17,0,17,13.2,20.8,33,50
mike-boone,2019,0,273,17,3,3,0,3,45.3,1.7,47,50
robert-turbin,2016,1,10,179,0,26,1,26,1,23.9,23.9,49.9
ty-montgomery,2018,0,14,235,0,25,0,25,1.4,23.5,24.9,49.9
brian-hill,2017,0,323,36,2,2,0,2,44.3,3.6,47.9,49.9
deonte-harris,2020,0,51,186,0,20,1,20,5.1,24.6,29.700000000000003,49.7
de-anthony-thomas,2017,0,34,143,1,14,2,14,9.4,26.3,35.7,49.7
johnny-holton,2017,0,9,218,0,9,3,9,0.9,39.8,40.699999999999996,49.699999999999996
devontae-booker,2020,0,183,84,1,17,0,17,24.3,8.4,32.7,49.699999999999996
brandon-bolden,2018,0,274,13,2,3,1,3,39.4,7.3,46.699999999999996,49.699999999999996
darren-sproles,2018,0,66,160,0,15,2,15,6.6,28,34.6,49.6
tevin-coleman,2020,3,392,34,1,4,0,4,45.2,3.4,45.6,49.6
patrick-laird,2019,1,72,204,0,23,0,23,7.2,20.4,26.599999999999998,49.599999999999994
anthony-sherman,2013,0,40,155,1,18,1,18,10,21.5,31.5,49.5
justice-hill,2019,0,225,70,2,8,0,8,34.5,7,41.5,49.5
taywan-taylor,2017,0,43,231,0,16,1,16,4.3,29.1,33.4,49.400000000000006
ameer-abdullah,2015,0,1,183,0,25,1,25,0.1,24.3,24.400000000000002,49.400000000000006
phillip-dorsett,2015,0,29,225,0,18,1,18,2.9,28.5,31.4,49.4
robert-turbin,2013,0,354,60,0,8,0,8,35.4,6,41.4,49.4
samaje-perine,2017,0,32,182,0,22,1,22,3.2,24.2,27.4,49.4
brandon-bolden,2015,0,4,180,0,19,2,19,0.4,30,30.4,49.4
bruce-miller,2013,1,9,243,0,25,0,25,0.9,24.3,24.2,49.2
wayne-gallman,2019,1,110,102,2,11,1,11,23,16.2,38.2,49.2
darren-sproles,2018,0,61,160,0,15,2,15,6.1,28,34.1,49.1
rex-burkhead,2016,1,186,145,0,17,0,17,18.6,14.5,32.1,49.1
bruce-miller,2013,1,8,243,0,25,0,25,0.8,24.3,24.1,49.1
jeremy-hill,2016,1,116,174,0,21,0,21,11.6,17.4,28,49
geronimo-allison,2017,0,7,253,0,23,0,23,0.7,25.3,26,49
zay-jones,2019,0,3,216,0,27,0,27,0.3,21.6,21.900000000000002,48.900000000000006
dion-lewis,2016,1,115,94,2,17,0,17,23.5,9.4,31.9,48.9
rod-smith,2015,0,232,6,4,1,0,1,47.2,0.6,47.800000000000004,48.800000000000004
marvin-jones,2012,0,47,201,0,18,1,18,4.7,26.1,30.8,48.8
bruce-miller,2014,1,9,189,0,18,2,18,0.9,30.9,30.799999999999997,48.8
ryan-tannehill,2018,1,185,3,4,1,1,1,42.5,6.3,47.8,48.8
bruce-miller,2014,1,8,189,0,18,2,18,0.8,30.9,30.7,48.7
dwayne-washington,2016,0,265,62,1,10,0,10,32.5,6.2,38.7,48.7
trenton-cannon,2018,0,113,144,1,17,0,17,17.3,14.4,31.700000000000003,48.699999999999996
jalen-hurts,2020,6,354,3,3,1,0,1,53.4,0.3,47.699999999999996,48.699999999999996
phillip-dorsett,2015,0,21,225,0,18,1,18,2.1,28.5,30.6,48.6
brandon-bolden,2016,0,271,15,3,2,0,2,45.1,1.5,46.6,48.6
rod-smith,2016,0,232,4,4,1,0,1,47.2,0.4,47.6,48.6
brian-hill,2020,0,37,199,0,25,0,25,3.7,19.9,23.599999999999998,48.599999999999994
justin-jackson,2018,0,200,135,0,15,0,15,20,13.5,33.5,48.5
isaiah-ford,2019,0,11,244,0,23,0,23,1.1,24.4,25.5,48.5
blake-bortles,2016,3,365,20,1,1,1,1,42.5,8,47.5,48.5
cordarrelle-patterson,2019,0,232,83,1,11,0,11,29.2,8.3,37.5,48.5
alfred-morris,2012,0,238,77,1,11,0,11,29.8,7.7,37.5,48.5
robert-turbin,2012,0,53,181,1,19,0,19,11.3,18.1,29.400000000000002,48.400000000000006
theo-riddick,2013,0,357,26,1,4,0,4,41.7,2.6,44.300000000000004,48.300000000000004
isaiah-wright,2020,0,16,197,0,27,0,27,1.6,19.7,21.3,48.3
mike-boone,2020,0,273,10,3,2,0,2,45.3,1,46.3,48.3
phillip-dorsett,2015,0,17,225,0,18,1,18,1.7,28.5,30.2,48.2
brandon-bolden,2012,0,271,11,3,2,0,2,45.1,1.1,46.2,48.2
jacoby-brissett,2019,3,260,2,4,1,0,1,50,0.2,47.2,48.2
chester-rogers,2016,0,18,273,0,19,0,19,1.8,27.3,29.1,48.1
bilal-powell,2018,0,141,110,1,11,1,11,20.1,17,37.1,48.1
cordarrelle-patterson,2019,0,228,83,1,11,0,11,28.8,8.3,37.1,48.099999999999994
jordan-wilkins,2019,0,308,43,1,7,0,7,36.8,4.3,41.099999999999994,48.099999999999994
darren-sproles,2018,0,50,160,0,15,2,15,5,28,33,48
delanie-walker,2007,0,36,174,0,21,1,21,3.6,23.4,27,48
alex-collins,2018,2,125,105,1,15,1,15,18.5,16.5,33,48
de-anthony-thomas,2014,0,34,156,1,23,0,23,9.4,15.6,25,48
delanie-walker,2009,0,36,233,0,21,0,21,3.6,23.3,26.900000000000002,47.900000000000006
blake-bortles,2016,3,419,20,0,1,1,1,41.9,8,46.9,47.9
brandon-bolden,2014,0,271,8,3,2,0,2,45.1,0.8,45.9,47.9
marcus-mariota,2018,3,357,21,2,1,0,1,47.7,2.1,46.800000000000004,47.800000000000004
delanie-walker,2007,0,34,174,0,21,1,21,3.4,23.4,26.799999999999997,47.8
ted-ginn,2011,0,68,220,0,19,0,19,6.8,22,28.8,47.8
golden-tate,2010,0,41,227,0,21,0,21,4.1,22.7,26.799999999999997,47.8
samaje-perine,2017,0,16,182,0,22,1,22,1.6,24.2,25.8,47.8
corey-clement,2017,0,75,123,1,10,2,10,13.5,24.3,37.8,47.8
alfred-morris,2017,0,243,45,2,7,0,7,36.3,4.5,40.8,47.8
delanie-walker,2009,0,34,233,0,21,0,21,3.4,23.3,26.7,47.7
desean-jackson,2020,0,41,236,0,14,1,14,4.1,29.6,33.7,47.7
ty-montgomery,2017,0,14,173,0,23,1,23,1.4,23.3,24.7,47.7
deonte-harris,2020,0,31,186,0,20,1,20,3.1,24.6,27.700000000000003,47.7
chester-rogers,2019,0,18,179,0,16,2,16,1.8,29.9,31.7,47.7
wendell-smallwood,2016,1,312,55,1,6,0,6,37.2,5.5,41.7,47.7
andy-dalton,2014,2,169,18,4,1,1,1,40.9,7.8,46.699999999999996,47.699999999999996
phillip-dorsett,2015,0,10,225,0,18,1,18,1,28.5,29.5,47.5
spencer-ware,2018,0,51,224,0,20,0,20,5.1,22.4,27.5,47.5
marvin-jones,2012,0,33,201,0,18,1,18,3.3,26.1,29.400000000000002,47.400000000000006
desean-jackson,2020,0,38,236,0,14,1,14,3.8,29.6,33.4,47.400000000000006
darren-sproles,2019,0,330,24,1,6,0,6,39,2.4,41.4,47.4
alex-smith,2016,3,431,3,1,1,0,1,49.1,0.3,46.4,47.4
mike-boone,2018,0,273,1,3,2,0,2,45.3,0.1,45.4,47.4
jakeem-grant,2017,0,20,203,0,13,2,13,2,32.3,34.3,47.3
jalen-richard,2020,0,145,138,0,19,0,19,14.5,13.8,28.3,47.3
ameer-abdullah,2017,0,1,162,0,25,1,25,0.1,22.2,22.3,47.3
